company_name,title,location,job_types,tags,is_remote
Intercon Solutions GmbH,IT-Systemadministrator (m/w/d) Jetzt den nächsten Karriereschritt gehen!,Munich,['berufserfahren'],['System and Network Administration'],False
German Education Management GmbH,Trainee Buchhaltung mit Chinesischkenntnissen (w/m/d),Düsseldorf,"['Contract', 'berufseinstieg']",['Finance'],False
Babbel,Freelance SEO Manager (all genders),Berlin,[],['Marketing and Communication'],False
Nomitri,Experienced Full Stack Backend Engineer at fast growing Berlin AI company,Berlin,"['Full-time permanent', 'experienced']","['Engineering', ""master's degree""]",False
univativ GmbH,Technischer Mitarbeiter (m/w/d) Trafostationen,Parsberg,[],['Engineering'],False
Rochus Mummert digital GmbH,Servicemonteur im Außendienst (w/m/d),Ober-Mörlen,[],['Engineering'],False
Rochus Mummert digital GmbH,Projektleitung (w/m/d),Ober-Mörlen,[],['Engineering'],False
univativ GmbH,"IT - SAP ERP, SAP IS-U CRM, BW/BI/BO (m/w/d) Senior",Augsburg,[],['IT'],False
valantic Software & Technology Innovations GmbH,AI Developer* Professional,Eschborn,['berufserfahren'],['Software Development'],False
MGID,Campaign Manager (German speaker),Berlin,['professional / experienced'],"['Remote', 'Marketing and Communication']",True
Lecram Marketing,Social Media Marketing Manager,Müllheim,"['Freelance', 'berufserfahren']","['Remote', 'Online Marketing']",True
Lecram Marketing,Social Media Marketing Manager,Müllheim,['berufserfahren'],"['Remote', 'Online Marketing']",True
zacher media gmbh,Senior WordPress Webdesigner (m/w/d),Cologne,[],['Online Marketing'],False
Designerdock Berlin,Projekt Manager:in Werbeagentur,Berlin,['berufserfahren'],['Marketing and Communication'],False
H&H Ecommerce GmbH,Content - Ersteller:in,Nördlingen,"['Side', 'berufserfahren']","['Remote', 'Marketing and Communication']",True
head for work GmbH,Manager Projektteam (m/w/d),Heidenheim,[],['Engineering'],False
head for work GmbH,Kälteanlagenbauer/Kältetechniker/Kältemonteur (m/w/d),Amstetten,[],['Engineering'],False
Narravero GmbH,Web-Entwickler (m/w/d),Münster,['berufserfahren'],['IT'],False
Burgermeister,Executive Assistant (m/w/d)  für den CEO  Burgermeister,Berlin,['geschäftsleitung'],"['Directors', 'Chief Executives']",False
spized GmbH,Ads Creative Strategist (m/w/d),Cologne,['berufserfahren'],['Marketing and Communication'],False
spized GmbH,Paid Social Creative Strategist (m/w/d),Cologne,[],['Marketing and Communication'],False
Projektron GmbH,Funktionales Testen,Berlin,[],['IT'],False
Nextado GmbH,Werkstudent im Bereich Künstliche Intelligenz (KI) (m/w/d),Essen,['Working student'],['IT Security'],False
NRT Niederrheinische Treuhand GmbH,"Wirtschaftsprüfer / Prüfungsleiter (m/w/d) - Verantwortung übernehmen, Zukunft gestalten",Duisburg,[],['Auditor'],False
Projektron GmbH,Unterstützung / Administration Hostingumgebung,Berlin,['berufseinstieg'],['IT'],False
Projektron GmbH,Technische Beratung/IT Consulting,Berlin,[],"['Consulting', 'Engineering']",False
Projektron GmbH,IT-Administration,Berlin,['berufseinstieg'],['System and Network Administration'],False
Projektron GmbH,Entwicklung Java,Berlin,[],['Software Development'],False
Nextado GmbH,Werkstudent IT Security (m/w/d),Essen,['Working student'],['IT Security'],False
Biomatch GmbH,Senior Sales Controller (w/m/d),Bad Säckingen,[],['Finance'],False
Projektron GmbH,IT Support / Technische Kundenbetreuung,Berlin,[],['IT'],False
Projektron GmbH,Werkstudentenstelle - IT Support / Technische Kundenbetreuung,Berlin,['Working student'],['IT'],False
Nextado GmbH,Senior SAP Berechtigungsberater (m/w/d),Essen,[],"['SAP/ERP Consulting', 'Development']",False
rilaton GmbH,Call Center Agents für Telefon-Befragungen - Minijob im Homeoffice,Taunusstein,['Side'],"['Remote', 'Market Research', 'Analysis']",True
Rosenthal GmbH,Teamleiter (m/w/d) Debitoren/Kreditoren,Selb,['teamleitung'],['Finance'],False
TeleMatrix,Interviewer für telefonische Umfragen - Minijob im Homeoffice  (m/w/d),Mainz,['Side'],"['Remote', 'Market Research', 'Analysis']",True
ADVIMED Koblenz Steuerberatungsgesellschaft mbH,Sie haben einen soliden Job? Wie schade für Sie. Steuerfachangestellte (m/w/d) remote oder in Koblenz,Koblenz,[],['Finance'],False
ADVIMED Koblenz Steuerberatungsgesellschaft mbH,Sie rechnen jeden Monat Gehälter ab ... aber was ist mit Ihrem eigenen? Lohnbuchhalter (m/w/d) in Koblenz,Koblenz,[],['Finance'],False
BRÜGGEN ENGINEERING GmbH,Techniker (m/w/d) Verfahrenstechnik in der Chemieindustrie in Ludwigshafen am Rhein (1262),Ludwigshafen,[],['Engineering'],False
W+R GmbH,Junior Mediengestalter (m/w/d),Metzingen,[],['Marketing and Communication'],False
Biomatch GmbH,Warehouse Manager (m/w/d),Murg,[],['HR'],False
enretec GmbH,ERP Manager (m/w/d),Velten,['berufserfahren'],['IT'],False
Biomatch GmbH,Personalreferent (m/w/d),Bad Säckingen,[],['HR'],False
enretec GmbH,IT-Projektmanager ERP und CRM (m/w/d),Velten,['berufserfahren'],['IT'],False
DatAds,Online Kommunikation & Marketing Manager / Startup  /Ecommerce (w/m/d),Cologne,[],"['Remote', 'Marketing and Communication']",True
Dellner Bubenzer Germany Wind GmbH,ERP Dynamics Specialist (all genders),Dorsten,['professional / experienced'],['Business Intelligence'],False
Dellner Bubenzer Germany Wind GmbH,Global Finance Manager (all genders),Dorsten,['manager'],"['Management', 'Team Leader']",False
FlexIT Consulting GmbH,IT Service Manager (m/w/d),Dortmund,['berufserfahren'],['IT'],False
Ines Scholz Steuerberatungsgesellschaft,Datenmanager/Softwareentwickler (m/w/d),Zwickau,[],['IT'],False
Ines Scholz Steuerberatungsgesellschaft,Business Developer (m/w/d),Zwickau,[],['Marketing and Communication'],False
Ines Scholz Steuerberatungsgesellschaft,Softwareentwickler (m/w/d) | 40.000 € - 60.000 € Jahresgehalt,Zwickau,[],['Software Development'],False
Collinor Software GmbH,Entwickler:in,Birkenau,['berufserfahren'],['Software Development'],False
tecRacer Germany GmbH,(Senior) AWS Cloud Consultant – SAP on AWS (Migration & Modernization) (m/w/d),Hanover,['berufserfahren'],"['Remote', 'Business Consulting']",True
Search4Talent GmbH & Co. KG,IT-Support und System Specialist (m/w/d),Brunnthal,[],['System and Network Administration'],False
BendtConsulting,Werkstudent im Bereich E-Mail Design (m/w/d),Elsdorf,"['Working student', 'berufseinstieg']","['Remote', 'CRM', 'Direct Marketing']",True
BendtConsulting,Freelance E-Mail Designer (m/w/d),Elsdorf,['Freelance'],"['Remote', 'CRM', 'Direct Marketing']",True
baesh social UG,"Content Marketing Intern: Mandatory Internship, Berlin",Berlin,"['Internship', 'no experience required / student']",['Marketing and Communication'],False
RemoteClip,"E-Mail Marketing Spezialist (m/w/d) (mit Fokus auf Outbound-Kampagnen, Clay & KI-Automatisierung)",Hamburg,[],['Marketing and Communication'],False
Ullenboom Baby,Design & Produktentwicklung,Cologne,"['Working student', 'hilfstätigkeit / student']","['Product Design', 'Industrial Design']",False
Kinderarztpraxis Dr. Karl Nißler,MFA für Kinderarztpraxis in Leipzig,Leipzig,['berufserfahren'],['HR'],False
ENTENDIX GmbH,Backend Developer/ Engineer - IoT & Data (m/w/d),Cologne,[],['Software Development'],False
MAILODY GmbH,Inbound Opener Setter (m/f/d) | 100% Remote,Berlin,[],"['Remote', 'Marketing and Communication']",True
B2C Fintech,Senior Backend Developer / DevOps,Berlin,['professional / experienced'],['Software Development'],False
B2C Fintech,Founding Head of Marketing/Growth,Berlin,['executive'],['Marketing Manager'],False
B2C Fintech,Senior Backend Developer / AI Engineer,Berlin,['professional / experienced'],['Software Development'],False
techculture GmbH,(Senior) Manager (m/w/d) Information Security,Frankfurt am Main,[],['IT Security'],False
techculture GmbH,(Senior) Manager (m/w/d) Cyber Resilience,Düsseldorf,[],['IT Security'],False
Lionflence,Content Creator (m/w/d),Mülheim,[],['Online Marketing'],False
Lionflence,Artist Manager / Influencer Manager (m/w/d),Mülheim,[],['Marketing and Communication'],False
Lionflence,Junior Artist Manager / Influencer Manager (m/w/d),Berlin,[],['Marketing and Communication'],False
Lionflence,Junior Artist Manager / Influencer Manager (m/w/d),Berlin,[],['Marketing and Communication'],False
Lionflence,Artist Manager / Influencer Manager (m/w/d) BERLIN,Berlin,[],['Marketing and Communication'],False
Roger Rankel DER EXPERTE FÜR KUNDENGEWINNUNG,Content & Social Producer,Munich,[],['Social Media Manager'],False
Paintgun,Art Director,Berlin,"['Freelance', 'manager']","['Remote', 'Graphic Arts and Communication Design']",True
BonaTea GmbH,Performance Marketing Manager E-Commerce (m/w/d),Nuremberg,[],['Marketing and Communication'],False
BonaTea GmbH,Marktplatz Manager - Schwerpunkt Amazon (m/w/d),Nuremberg,[],['Marketing and Communication'],False
Space Four GmbH,UiUx Design Werkstudent:in (m/w/d),Bamberg,"['Working student', 'berufseinstieg']","['Media', 'Screen and Web Design']",False
Mark Henrik Meixner,Vermögensberater (m/w/d),Ludwigshafen,"['Side', 'berufseinstieg']",['Private Banking'],False
FELS trader GmbH,Sales Team Lead (m/w/d),Berlin,[],"['Remote', 'Online Marketing']",True
MAILODY GmbH,BDR (Setter) (m/f/d) | 100% Remote,Berlin,[],"['Remote', 'Marketing and Communication']",True
MAILODY GmbH,Marketingmanager:in (m/w/d) | 100% Remote,Berlin,['teamleitung'],"['Remote', 'Project Management']",True
acemate.ai,Social Media Marketing Manager (m/w/d),Berlin,['berufseinstieg'],['Marketing Manager'],False
Technikum Laubholz GmbH,Verfahrensingenieur /  Process Engineer (m/w/d),Berlin,[],"['Remote', 'IT']",True
Start To Finish Consulting GmbH,E-Commerce Lead (m/w/d),Hauenstein,['berufserfahren'],['Marketing and Communication'],False
AutoGyro GmbH,Design Engineer (m/f/d) SolidWorks / Aircraft Structures,Hildesheim,[],['Engineering'],False
FUTURAIL,Head of Safety and Systems Engineering,Munich,[],"['Management', 'Team Leader']",False
Recruid Deutschland,IT Berater (Junior) / Unternehmensberater / IT Consultant / Projektmanager / KI-Berater / KI-Analyst (m/w/d),Hamburg,['berufseinstieg'],"['Remote', 'Business Consulting']",True
WEC GmbH,Motivierte Teammitglieder für Eisbahn in Wiesbaden 2025/2026 gesucht! (m/w/d),Wiesbaden,['Contract'],['HR'],False
WEC GmbH,Teammitglied bei WIESBADEN ON ICE 2025 / 2026 (m/w/d),Wiesbaden,['Side'],['HR'],False
Recruid Deutschland,Projektmanager (Junior) / Scrum Master / Product Owner / Agile Coach / IT-Berater Consultant,Hamburg,['berufseinstieg'],"['Remote', 'Project Management']",True
Recruid Deutschland,IT-Support Mitarbeiter (m/w/d) Inbound Kundenservice (100% Homeoffice) - Quereinstieg möglich,Hamburg,['berufseinstieg'],"['Remote', 'Helpdesk']",True
Omnora GmbH,Talent Acquisition Manager (m/w/d),Frankfurt,['berufseinstieg'],['Recruitment and Selection'],False
Zeitschel IT-Dienstleistungen GmbH,Fachinformatiker,Herzogenaurach,[],['IT'],False
Digitale Leute School | DL Education,Junior Software Entwickler (m/w/d),Berlin,[],['Software Development'],False
Digitale Leute School | DL Education,Junior Software Entwickler (m/w/d),Cologne,[],['Software Development'],False
Digitale Leute School | DL Education,Junior Software Entwickler (m/w/d),Munich,[],"['Remote', 'Software Development']",True
Digitale Leute School | DL Education,Junior Software Entwickler (m/w/d),Hamburg,[],['Software Development'],False
Digitale Leute School | DL Education,Junior Software Entwickler (m/w/d),Frankfurt am Main,[],['Software Development'],False
Digitale Leute School | DL Education,Junior Software Entwickler (m/w/d),Munich,[],['Software Development'],False
Alphapet Ventures GmbH,Senior Software Engineer (Odoo / ERP) (m/w/d) - Remote,Munich,['professional / experienced'],"['Remote', 'Software Development']",True
Alphapet Ventures GmbH,Senior Software Engineer (Odoo / ERP) (m/w/d),Munich,['berufserfahren'],"['Remote', 'Software Development']",True
Liebscher & Bracht Schmerzfrei GmbH,(Senior) Full-Stack Growth Marketer (m/w/d) E-Commerce,Frankfurt am Main,"['Full-time permanent', 'experienced']","['Marketing and pr', 'professional']",False
Elisana Digital GmbH,Full-Stack Developer (m/w/d),Dorsten,['berufserfahren'],['Software Development'],False
Pont Connects e.K.,Senior System Engineer / DevOps Engineer (m/w/d) 100 % Remote,Düsseldorf,['berufserfahren'],"['Remote', 'IT']",True
Livello GmbH,Marketing Allrounder (m/w/d) für unser IoT Startup,Düsseldorf,[],['Marketing and Communication'],False
Pont Connects e.K.,(Senior) IT Netzwerkadministrator:in (m/w/d) Düsseldorf,Düsseldorf,['berufserfahren'],['System and Network Administration'],False
persolowa,Versicherungskaufmann/-frau (m/w/d),Erfurt,[],['Finance'],False
maze GmbH,Ausbildung zur Marketingkauffrau (m/w/d),Osnabrück,[],['Marketing and Communication'],False
maze GmbH,Digital Content Creator (m/w/d),Osnabrück,[],['Social Media Manager'],False
univativ GmbH,Referent (m/w/d) Rechnungswesen,Hanover,[],['Finance'],False
Teaching Socials,"Viral Short-Form Copywriter (m/w/d) – Reels, TikToks & YouTube Shorts",Mannheim,['berufserfahren'],"['Remote', 'Marketing and Communication']",True
YOC AG,Product Owner (m/f/x),Berlin,['professional / experienced'],['Software Development'],False
YOC AG,Product Owner (m/w/d),Berlin,['berufserfahren'],['Software Development'],False
SPRIND GmbH,Lead Engineer (m/f/d),Leipzig,['berufserfahren'],"['Remote', 'Software Development']",True
ITM Power,ERP Systems Support Specialist (m/w/d),Linden,['berufserfahren'],"['SAP/ERP Consulting', 'Development']",False
Lionflence,Artist Manager / Influencer Manager (m/w/d) BERLIN,Berlin,[],['Marketing and Communication'],False
Lionflence,Junior Artist Manager / Influencer Manager (m/w/d),Berlin,[],['Marketing and Communication'],False
Lionflence,Junior Artist Manager / Influencer Manager (m/w/d),Berlin,[],['Marketing and Communication'],False
Lionflence,Artist Manager / Influencer Manager (m/w/d),Mülheim,[],['Marketing and Communication'],False
GROPYUS Technologies GmbH,Senior Software Engineer,Eppingen,['manager'],['Software Development'],False
Teaching Socials,CRM & Funnel Manager (m/w/d),Mannheim,['berufserfahren'],"['Remote', 'IT']",True
DOLZER Maßkonfektionäre,Marketing Allrounder:in (m/w/d) - Organisationstalent mit digitalem Mindset,Cologne,[],['Marketing and Communication'],False
Selbstläufer GmbH,"IT-Systemadministration (m/w/d) - Implemetierung, Automatisierung, Support (Remote-First)",Hamburg,[],"['Remote', 'IT']",True
VONNESLHO,Finanzberater:in,Ahorn,['berufserfahren'],['Private Banking'],False
IndustryLens,Technical Co-Founder - IndustryLens (AI Competitive Intelligence Platform),Berlin,['executive'],"['Remote', 'Software Development']",True
Bling,Vice President Finance (m/w/d),Berlin,['berufserfahren'],['Business Development'],False
Intercon Solutions GmbH,IT Support Engineer (m/w/d) Werde unser Technik-Hero!,Heidelberg,[],['IT'],False
flatexDEGIRO AG,Werkstudent/in Wertpapierabwicklung - Portfolio Transfer (m/w/d),Neuss,"['Working student', 'hilfstätigkeit / student']",['Finance'],False
Gleitsmann Security Inks GmbH (GSI),Mitarbeiter IT-Support und Administration (w/m/d),Berlin,['berufseinstieg'],['Administration'],False
Scavenger AI,Projektmanager / Solution Engineer (m/w/d),Berlin,['berufserfahren'],['Project Management'],False
SPRIND GmbH,PR und Kommunikation Manager:in (m/w/d),Leipzig,['berufserfahren'],"['Remote', 'Public Relations', 'Corporate Communication']",True
Intercon Solutions GmbH,IT-Support Engineer (m/w/d) Technik-Held gesucht!,Heidelberg,[],['IT'],False
CTG Consulting GmbH,Executive Program Manager (all genders),Düsseldorf,[],['Project Management'],False
TCC GmbH,Senior Full Stack Developer (m/w/d) - Backend Focus,Hamburg,[],['IT'],False
Pitchview GmbH,Account Manager (m/w/d) (75% bis 100%),Freiburg im Breisgau,['berufserfahren'],['Distribution Marketing'],False
Autohaus Royal GmbH,Fahrzeugaufbereiter / Fahrzeugpfleger (m/w/d),Ludwigsfelde,[],['Automotive Engineering'],False
maze GmbH,Grafikdesigner / Mediengestalter (m/w/d),Osnabrück,[],['Marketing and Communication'],False
likeyaa GmbH,(Junior) Projektmanager:in Influencer Marketing (w/m/d),Dortmund,['teamleitung'],['Project Management'],False
univativ GmbH,Einkäufer (m/w/d),Bad Essen,[],['Finance'],False
adjoe GmbH,Working Student - Quality Assurance (f/m/d),Hamburg,['Working student'],['Business Development'],False
FKS IT GmbH & Co. KG,Netzwerk- und Firewall-Consultant (m/w/d),Hamburg,['berufserfahren'],"['Consulting', 'Engineering']",False
SIDES (SimplyDelivery GmbH),Founders Associate - Working Student (m/w/d),Berlin,"['Working student', 'berufseinstieg']",['Software Development'],False
JobAtlas,Technischer Zeichner (m/w/d) - Erneuerbare Energien,Hanover,[],['Project Management'],False
DCM,Trade Marketing Manager (m/w/d),Berlin,[],['Marketing and Communication'],False
CUJU,Performance Marketing Manager (m/w/d),Hamburg,['berufserfahren'],['Marketing Manager'],False
MY Humancapital GmbH,Datenerfasser (m/w/d),Munich,[],['Database Administration'],False
cierra GmbH,Unity Game Developer (m/w/d),Göttingen,[],['Software Development'],False
Catella Engineering GmbH,Planungsingenieur Brennstoffzellenproduktion (m/w/d),Kirchheim unter Teck,[],['Engineering'],False
MY Humancapital GmbH,Projektkoordinator Kundenschulung (m/w/d),Munich,[],['Project Management'],False
361 GRAD DIGITAL GmbH,Screendesigner für Content / Social Media / Online-Marketing (m/w/d),Leonberg,['berufserfahren'],"['Remote', 'Media', 'Screen and Web Design']",True
wabcon,"Rookie Full - Stack - Entwickler:in / Fullstack Entwicklung, remote und Mittwochs in Berlin, 70.000 - 85.000",Berlin,['berufserfahren'],['Software Development'],False
wabcon,"Rookie Requirements Analyst:in Requirements Engineer (m/w/d), remote und Mittwochs in Berlin, 50.000 - 70.000",Berlin,['berufserfahren'],['Software Development'],False
wabcon,"Rookie Product Owner (m/w/d), remote und Mittwochs in Berlin, 60.000 - 75.000",Berlin,['berufserfahren'],['Product Management'],False
wabcon,"Product Owner (m/w/d), remote und Mittwochs in Berlin, 60.000 - 75.000",Berlin,['berufserfahren'],['Product Management'],False
wabcon,"Requirements Analyst:in Requirements Engineer (m/w/d), remote und Mittwochs in Berlin, 50.000 - 70.000",Berlin,['berufserfahren'],['Software Development'],False
wabcon,"Full - Stack - Entwickler:in / Fullstack Entwicklung, remote und Mittwochs in Berlin, 70.000 - 85.000",Berlin,['berufserfahren'],['Software Development'],False
Intercon Solutions GmbH,IT-Systemadministrator / Cyber Secruity (m/w/d) gesucht,Chemnitz,[],['System and Network Administration'],False
Busold Consulting GmbH,Learning & Development Specialist,Dortmund,['berufserfahren'],"['Training', 'Development']",False
